,Name
9746, Universidad de Especialidades Turísticas
9747, Universidad de Estudios Avanzados
9748, Universidad de Extremadura
9749, Universidad de Falcón
9750, Universidad de Flores
9751, Universidad de Gerona
9752, Universidad de Granada
9753, Universidad de Granma
9754, Universidad de Guadalajara
9755, Universidad de Guanajuato
9756, Universidad de Guantánamo
9757, Universidad de Guayaquil
9758, Universidad de Hermosillo A.C.
9759, Universidad de Holguín
9760, Universidad de Huánuco
9761, Universidad de Huelva
9762, Universidad de Ibagué
9763, Universidad de Iberoamérica
9764, Universidad de Ingeniería y Tecnología
9765, Universidad de Jaén
9766, Universidad de la Amazonia
9767, Universidad de la Amazonía Boliviana
9768, Universidad de la Cañada
9769, Universidad de la Ciénega del Estado de Michoacán de Ocampo
9770, Universidad de la Comunicación S.C.
9771, Universidad de la Cordillera
9772, Universidad de la Cuenca del Plata
9773, Universidad de la Empresa
9774, Universidad de La Frontera
9775, Universidad de La Guajira
9776, Universidad de La Habana
9777, Universidad de la Integración de las Américas
9778, Universidad de la Isla de la Juventud Jesús Montané Oropesa
9779, Universidad de La Laguna
9780, Universidad de la Marina Mercante
9781, Universidad de la República
9782, Universidad de La Rioja
9783, Universidad de La Sabana
9784, Universidad de La Salle
9785, Universidad de la Salle Bajío A.C.
9786, Universidad de la Salle Costa Rica
9787, Universidad de La Serena
9788, Universidad de la Sierra
9789, Universidad de la Sierra A.C.
9790, Universidad de la Sierra Juárez
9791, Universidad de la Sierra Sur
9792, Universidad de Lambayeque
9793, Universidad de Las Américas
9794, Universidad de Las Américas
9795, Universidad de las Américas A.C.
9796, Universidad de las Américas Puebla
9797," Universidad de las Américas, Nicaragua"
9798, Universidad de las Artes
9799, Universidad de las Californias Internacional S.C.
9800, Universidad de las Ciencias de la Comunicación de Puebla S.C.
9801, Universidad de las Ciencias Informáticas
9802, Universidad de las Ciencias y el Arte de Costa Rica
9803, Universidad de Las Palmas de Gran Canaria
9804, Universidad de las Regiones Autónomas de la Costa Caribe Nicaragüense
9805, Universidad de Las Tunas
9806, Universidad de León
9807," Universidad de León, Mexico"
9808, Universidad de Lérida
9809, Universidad de les Illes Balears
9810, Universidad de Lima
9811, Universidad de Londres A.C.
9812, Universidad de Los Altos de Chiapas S.C.
9813, Universidad de Los Andes
9814," Universidad de los Andes, Bolivia"
9815," Universidad de los Andes, Chile"
9816," Universidad de los Andes, Colombia"
9817, Universidad de Los Hemisferios
9818, Universidad de los Lagos
9819, Universidad de los Llanos
9820, Universidad de Magallanes
9821, Universidad de Málaga
9822, Universidad de Managua
9823, Universidad de Manizales
9824, Universidad de Margarita
9825, Universidad de Matanzas
9826, Universidad de Medellín
9827, Universidad de Mendoza
9828, Universidad de Moa Dr Antonio Núñez Jiménez
9829, Universidad de Mondragón
9830, Universidad de Montemorelos A.C.
9831, Universidad de Monterrey
9832, Universidad de Montevideo
9833, Universidad de Morelia A.C.
9834, Universidad de Morón
9835, Universidad de Murcia
9836, Universidad de Nariño
9837, Universidad de Navarra
9838, Universidad de Negocios ISEC
9839, Universidad de Norteamerica
9840, Universidad de Occidente UDO
9841," Universidad de Occidente, Guatemala"
9842, Universidad de O'Higgins
9843, Universidad de Oriente
9844," Universidad de Oriente, El Salvador"
9845," Universidad de Oriente, Mexico"
9846," Universidad de Oriente, Venezuela"
9847, Universidad de Otavalo
9848, Universidad de Oviedo
9849, Universidad de Palermo
9850, Universidad de Pamplona
9851, Universidad de Panamá
9852, Universidad de Pinar del Río Hermanos Saíz Montes de Oca
9853, Universidad de Piura
9854, Universidad de Playa Ancha de Ciencias de la Educacion
9855, Universidad de Puerto Rico
9856, Universidad de Puerto Rico Bayamón
9857, Universidad de Puerto Rico Carolina
9858, Universidad de Puerto Rico en Aguadilla
9859, Universidad de Puerto Rico en Arecibo
9860, Universidad de Puerto Rico en Ponce
9861, Universidad de Puerto Rico en Utuado
9862, Universidad de Puerto Rico Humacao
9863," Universidad de Puerto Rico, Recinto de Ciencias Médicas"
9864," Universidad de Puerto Rico, Recinto de Río Piedras"
9865," Universidad de Puerto Rico, Recinto Universitario de Mayagüez"
9866, Universidad de Quintana Roo
9867, Universidad de Rubén Darío
9868, Universidad de Sahagun
9869, Universidad de Salamanca
9870, Universidad de San Andrés
9871, Universidad de San Buenaventura
9872, Universidad de San Carlos de Guatemala
9873, Universidad de San Isidro
9874, Universidad de San José
9875, Universidad de San Martín de Porres
9876, Universidad de San Miguel A.C.
9877, Universidad de San Pablo-T
9878, Universidad de San Pedro Sula
9879, Universidad de Sancti Spíritus José Martí Pérez
9880, Universidad de Santander
9881, Universidad de Santiago de Chile
9882, Universidad de Santiago de Compostela
9883, Universidad de Sevilla
9884, Universidad de Sonora
9885, Universidad de Sonsonate
9886, Universidad de Sotavento A.C.
9887, Universidad de Sta. Isabel
9888, Universidad de Sucre
9889, Universidad de Talca
9890, Universidad de Tarapacá
9891, Universidad de Tecnología y Comercio
9892, Universidad de Tijuana
9893, Universidad de Valencia
9894, Universidad de Valladolid
9895, Universidad de Valparaíso
9896, Universidad de Vich - Universidad Central de Cataluña
9897, Universidad de Viña del Mar
9898, Universidad de Xalapa A.C.
9899, Universidad de Zamboanga
9900, Universidad de Zaragoza
9901, Universidad del Aconcagua
9902, Universidad del Alica
9903, Universidad del Altiplano
9904, Universidad del Arte Ganexa
9905, Universidad del Atlántico
9906, Universidad del Atlántico Medio
9907, Universidad del Azuay
9908, Universidad del Bío-Bío
9909, Universidad del Caribe
9910," Universidad del Caribe, Mexico"
9911, Universidad del Cauca
9912, Universidad del CEMA
9913, Universidad del Centro de México
9914, Universidad del Centro del Bajío
9915, Universidad del Centro Educativo Latinoamericano
9916, Universidad del Cine
9917, Universidad del Claustro de Sor Juana
9918, Universidad del Cono Sur de las Américas
9919, Universidad del Desarrollo
9920, Universidad del Desarrollo Empresarial y Pedagógico
9921, Universidad del Distrito Federal S.C.
9922, Universidad del Este
9923, Universidad del Golfo
9924, Universidad del Golfo de México Norte
9925, Universidad del Gran Rosario
9926, Universidad del Istmo
9927," Universidad del Istmo, Guatemala"
9928," Universidad del Istmo, Oaxaca"
9929, Universidad del Magdalena
9930, Universidad del Mar
9931, Universidad del Museo Social Argentino
9932, Universidad del Noreste A.C.
9933, Universidad del Norte
9934, Universidad del Norte A.C.
9935, Universidad del Norte de Nicaragua
9936, Universidad del Norte Santo Tomás de Aquino
9937," Universidad del Norte, Paraguay"
9938, Universidad del Pacifico
9939, Universidad del Pacífico de Chiapas
9940," Universidad del Pacifico, Colombia"
9941," Universidad del Pacifico, Ecuador"
9942," Universidad del Pacifico, Paraguay"
9943, Universidad del País Vasco
9944, Universidad del Papaloapan
9945, Universidad del Pedregal
9946, Universidad del Quindío
9947, Universidad del Rosario
9948, Universidad del Sagrado Corazon
9949, Universidad del Salvador
9950, Universidad del Sinú
9951, Universidad del Sol
9952, Universidad del Tepeyac
9953, Universidad del Tolima
9954, Universidad del Turismo
9955, Universidad del Valle
9956, Universidad del Valle de Atemajac A.C.
9957, Universidad del Valle de Cuernavaca
9958, Universidad del Valle de Guadiana
9959, Universidad del Valle de Guatemala
9960, Universidad del Valle de Matatipac S.C.
9961, Universidad del Valle de México A.C.
9962, Universidad del Valle de Orizaba
9963, Universidad del Valle de Puebla S.C.
9964, Universidad del Valle de Tlaxcala
9965, Universidad del Valle de Toluca
9966," Universidad del Valle, Nicaragua"
9967, Universidad del Zulia
9968, Universidad Deportiva del Sur
9969, Universidad Diego Portales
9970, Universidad Distrital Francisco José de Caldas
9971, Universidad Dominicana O&M
9972, Universidad Domínico-Americana
9973, Universidad Don Bosco
9974, Universidad Don Vasco A.C.
9975, Universidad Dorados
9976, Universidad Dr. Andrés Bello
9977, Universidad Dr. José Gregorio Hernández
9978, Universidad Dr. Jose Matias Delgado
9979, Universidad Dr. Rafael Belloso Chacín
9980, Universidad EAFIT
9981, Universidad EAN
9982, Universidad EARTH
9983, Universidad ECCI
9984, Universidad Ecotec
9985, Universidad El Bosque
9986, Universidad Empresarial de Costa Rica
9987, Universidad Empresarial Siglo 21
9988, Universidad ESAN
9989, Universidad Escuela Libre de Derecho
9990, Universidad España
9991, Universidad Especializada de Las Americas
9992, Universidad Especializada del Contador Público de Panamá
9993, Universidad Estatal Amazonica
9994, Universidad Estatal de Bolívar
9995, Universidad Estatal de Milagro
9996, Universidad Estatal de Sonora
9997, Universidad Estatal del Sur de Manabi
9998, Universidad Estatal del Valle de Ecatepec
9999, Universidad Estatal Península de Santa Elena
10000, Universidad ETAC
10001, Universidad Eugenio María de Hostos
10002, Universidad Europea de Madrid
10003, Universidad Europea del Atlántico
10004, Universidad Europea Miguel de Cervantes
10005, Universidad Evangélica Boliviana
10006, Universidad Evangélica de El Salvador
10007, Universidad Evangélica de las Américas
10008, Universidad Evangélica del Paraguay
10009, Universidad Evangélica Nicaragüense Martin Luther King
10010, Universidad Experimental Felix Adam
10011, Universidad Externado de Colombia
10012, Universidad FASTA
10013, Universidad Favaloro
10014, Universidad Federada San Judas Tadeo
10015, Universidad Federico Henriquez y Carvajal
10016, Universidad Femenina del Sagrado Corazón
10017, Universidad Fermín Toro
10018, Universidad Fernando Pessoa Canarias
10019, Universidad Fidélitas
10020, Universidad Finis Terrae
10021, Universidad Francisco de Paula Santander
10022, Universidad Francisco de Vitoria
10023, Universidad Francisco Gavidia
10024, Universidad Francisco Marroquín
10025, Universidad Franco-Mexicana S.C.
10026, Universidad Fray Luca Paccioli
10027, Universidad Fundepos Alma Mater
10028, Universidad Gabriela Mistral
10029, Universidad Galileo
10030, Universidad Gastón Dachary
10031, Universidad Global del Cusco
10032, Universidad Hebraica
10033, Universidad Hipócrates
10034, Universidad Hispana
10035, Universidad Hispanoamericana
10036, Universidad Hispanoamericana Justo Sierra
10037," Universidad Hispanoamericana, Nicaragua"
10038, Universidad Iberoamericana
10039, Universidad Iberoamericana A.C.
10040, Universidad Iberoamericana de Ciencia y Tecnologia
10041, Universidad Iberoamericana de Ciencias y Tecnología
10042, Universidad Iberoamericana del Ecuador
10043, Universidad Iberoamericana del Paraguay
10044, Universidad ICEL
10045, Universidad ICESI
10046, Universidad Inca Garcilaso de la Vega
10047, Universidad INCCA de Colombia
10048, Universidad INCE
10049, Universidad Independiente de Costa Rica
10050, Universidad Industrial de Santander
10051, Universidad Insurgentes S.C.
10052, Universidad Interamericana A.C.
10053, Universidad Interamericana de Panamá
10054, Universidad Interamericana de Puerto Rico
10055, Universidad Interamericana del Norte y Tecnológico Sierra Madre
10056, Universidad Interamericana para el Desarrollo
10057," Universidad Interamericana para el Desarrollo, Peru"
10058, Universidad Intercontinental
10059, Universidad Internacional
10060, Universidad Internacional Antonio de Valdivieso
10061, Universidad Internacional de Andalucía
10062, Universidad Internacional de Cataluña
10063, Universidad Internacional de Integración de América Latina
10064, Universidad Internacional de La Paz
10065, Universidad Internacional de las Américas
10066, Universidad Internacional del Ecuador
10067, Universidad Internacional Menéndez Pelayo
10068, Universidad Internacional para el Desarrollo Sostenible
10069, Universidad Internacional San Isidro Labrador
10070, Universidad Internacional SEK
10071, Universidad InterNaciones
10072, Universidad Interserrana del Estado de Puebla Ahuacatlán
10073, Universidad Interserrana del Estado de Puebla-Chilchotla
10074, Universidad Invenio
10075, Universidad ISA
10076, Universidad Isaac Newton
10077, Universidad ISALUD
10078, Universidad Isidro Fabela de Toluca S.C.
10079, Universidad Israel
10080, Universidad Jaime Bausate y Meza
10081, Universidad Jaime I
10082, Universidad Jean Jacques Rousseau
10083, Universidad José Antonio Páez
10084, Universidad José Carlos Mariátegui
10085, Universidad José Cecilio del Valle
10086, Universidad José María Vargas
10087, Universidad José Vasconcelos de Oaxaca S.C.
10088, Universidad Juan Agustín Maza
10089, Universidad Juan Pablo II
10090, Universidad Juárez Autónoma de Tabasco
10091, Universidad Juárez del Estado de Durango
10092, Universidad Justo Sierra A.C.
10093, Universidad Kino A.C.
10094, Universidad La Concordia
10095, Universidad La Gran Colombia
10096, Universidad La República
10097, Universidad La Salle
10098, Universidad La Salle Benavente A.C.
10099, Universidad La Salle Cancún A.C.
10100, Universidad La Salle Chihuahua A.C.
10101, Universidad La Salle Cuernavaca
10102, Universidad La Salle Laguna
10103, Universidad La Salle Morelia A.C.
10104, Universidad La Salle Noroeste A.C.
10105, Universidad La Salle Pachuca A.C.
10106, Universidad La Salle Saltillo
10107, Universidad La Salle Victoria
10108," Universidad La Salle, Bolivia"
10109," Universidad La Salle, Peru"
10110, Universidad Laica Eloy Alfaro de Manabi
10111, Universidad Laica Vicente Rocafuerte de Guayaquil
10112, Universidad Lasallista Benavente S.C.
10113, Universidad Latina
10114, Universidad Latina de America
10115, Universidad Latina de Costa Rica
10116, Universidad Latina de México S.C.
10117, Universidad Latina de Panamá
10118, Universidad Latinamericana de Comercio Exterior
10119, Universidad Latinoamericana
10120, Universidad Latinoamericana CIMA
10121, Universidad Latinoamericana de Ciencia y Tecnologia
10122, Universidad Latinoamericana de Ciencia y Tecnología
10123, Universidad Latinoamericana S.C.
10124, Universidad Latinoamericana y del Caribe
10125, Universidad Le Cordon Bleu
10126, Universidad Leonardo Da Vinci
10127, Universidad Libre
10128, Universidad Libre de Costa Rica
10129, Universidad Linda Vista
10130, Universidad Los Leones
10131, Universidad Loyola
10132, Universidad Loyola Andalucía
10133, Universidad Loyola de America
10134, Universidad Loyola del Pacífico A.C.
10135, Universidad Lucerna S.C.
10136, Universidad Luterana Salvadoreña
10137, Universidad Madero
10138, Universidad Magister
10139, Universidad Maimónides
10140, Universidad Manuela Beltrán
10141, Universidad Marcelino Champagnat
10142, Universidad María Auxiliadora
10143, Universidad Mariana
10144, Universidad Mariano Gálvez de Guatemala
10145, Universidad Marista A.C.
10146, Universidad Marista de Guadalajara
10147, Universidad Marítima del Perú
10148, Universidad Marítima Internacional de Panamá
10149, Universidad Martín Lutero
10150, Universidad Maya
10151, Universidad Mayor
10152, Universidad Mayor de San Andrés
10153, Universidad Mayor de San Simón
10154, Universidad Mesoamericana
10155, Universidad Mesoamericana de San Agustín A.C.
10156, Universidad Mesoamericana Puebla
10157," Universidad Mesoamericana, Guatemala"
10158, Universidad Metodista de Costa Rica
10159, Universidad Metropolitana
10160, Universidad Metropolitana de Asunción
10161, Universidad Metropolitana de Ciencias de la Educación
10162," Universidad Metropolitana de Educacion, Ciencia y Tecnologia"
10163, Universidad Metropolitana de Honduras
10164, Universidad Metropolitana de Monterrey
10165, Universidad Metropolitana para la Educación y el Trabajo
10166," Universidad Metropolitana, Colombia"
10167," Universidad Metropolitana, Ecuador"
10168," Universidad Metropolitana, Nicaragua"
10169, Universidad Mexicana S.C.
10170, Universidad México Americana del Norte A.C.
10171, Universidad Mexiquense
10172, Universidad Mexiquense del Bicentenario
10173, Universidad Michoacana de San Nicolás de Hidalgo
10174, Universidad Miguel de Cervantes
10175, Universidad Miguel Hernández de Elche
10176, Universidad Militar Nueva Granada
10177, Universidad Modelo
10178, Universidad Monseñor Oscar Arnulfo Romero
10179, Universidad Monteávila
10180, Universidad Motolinia del Pedregal A.C.
10181, Universidad Multicultural CUDEC
10182, Universidad Mundial
10183, Universidad Mundo Maya
10184, Universidad Nacional
10185, Universidad Nacional Agraria
10186, Universidad Nacional Agraria de la Selva
10187, Universidad Nacional Agraria La Molina
10188, Universidad Nacional Amazónica de Madre de Dios
10189, Universidad Nacional Arturo Jauretche
10190, Universidad Nacional Autónoma Altoandina de Tarma
10191, Universidad Nacional Autónoma de Alto Amazonas
10192, Universidad Nacional Autónoma de Chota
10193, Universidad Nacional Autónoma de Honduras
10194, Universidad Nacional Autónoma de Huanta
10195, Universidad Nacional Autónoma de México
10196," Universidad Nacional Autónoma de Nicaragua, León"
10197," Universidad Nacional Autónoma de Nicaragua, Managua"
10198, Universidad Nacional Autónoma de Tayacaja
10199, Universidad Nacional Ciro Alegría
10200, Universidad Nacional Daniel Alcides Carrion
10201, Universidad Nacional de Asunción
10202, Universidad Nacional de Avellaneda
10203, Universidad Nacional de Barranca
10204, Universidad Nacional de Cajamarca
10205, Universidad Nacional de Cañete
10206, Universidad Nacional de Canindeyú
10207, Universidad Nacional de Catamarca
10208, Universidad Nacional de Chilecito
10209, Universidad Nacional de Chimborazo
10210, Universidad Nacional de Colombia
10211, Universidad Nacional de Córdoba
10212, Universidad Nacional de Cuyo
10213, Universidad Nacional de Educación
10214, Universidad Nacional de Educación Enrique Guzmán y Valle
10215, Universidad Nacional de Entre Ríos
10216, Universidad Nacional de Formosa
10217, Universidad Nacional de Frontera
10218, Universidad Nacional de General Sarmiento
10219, Universidad Nacional de Guinea Ecuatorial
10220, Universidad Nacional de Huancavelica
10221, Universidad Nacional de Hurlingham
10222, Universidad Nacional de Ingenieria
10223, Universidad Nacional de Ingeniería
10224, Universidad Nacional de Itapúa
10225, Universidad Nacional de Jaén
10226, Universidad Nacional de José C. Paz
10227, Universidad Nacional de Jujuy
10228, Universidad Nacional de Juliaca
10229, Universidad Nacional de la Amazonía Peruana
10230, Universidad Nacional de La Matanza
10231, Universidad Nacional de La Pampa
10232, Universidad Nacional de la Patagonia Austral
10233, Universidad Nacional de la Patagonia San Juan Bosco
10234, Universidad Nacional de La Plata
10235, Universidad Nacional de La Rioja
10236, Universidad Nacional de Lanús
10237, Universidad Nacional de las Artes
10238, Universidad Nacional de Loja
10239, Universidad Nacional de Lomas de Zamora
10240, Universidad Nacional de los Comechingones
10241, Universidad Nacional de Luján
10242, Universidad Nacional de Mar del Plata
10243, Universidad Nacional de Misiones
10244, Universidad Nacional de Moquegua
10245, Universidad Nacional de Moreno
10246, Universidad Nacional de Pilar
10247, Universidad Nacional de Piura
10248, Universidad Nacional de Quilmes
10249, Universidad Nacional de Rafaela
10250, Universidad Nacional de Río Cuarto
10251, Universidad Nacional de Río Negro
10252, Universidad Nacional de Rosario
10253, Universidad Nacional de Salta
10254, Universidad Nacional de San Agustín de Arequipa
10255, Universidad Nacional de San Antonio Abad del Cusco
10256, Universidad Nacional de San Antonio de Areco
10257, Universidad Nacional de San Cristóbal de Huamanga
10258, Universidad Nacional de San Juan
10259, Universidad Nacional de San Luis
10260, Universidad Nacional de San Martín
10261," Universidad Nacional de San Martín, Argentina"
10262, Universidad Nacional de Santiago del Estero
10263, Universidad Nacional de Siglo XX
10264," Universidad Nacional de Tierra del Fuego, Antártida e Islas del Atlántico Sur"
10265, Universidad Nacional de Tres de Febrero
10266, Universidad Nacional de Trujillo
10267, Universidad Nacional de Tucumán
10268, Universidad Nacional de Tumbes
10269, Universidad Nacional de Ucayali
10270, Universidad Nacional de Villa María
10271, Universidad Nacional de Villa Mercedes
10272, Universidad Nacional de Villarrica del Espíritu Santo
10273, Universidad Nacional del Altiplano
10274, Universidad Nacional del Alto Uruguay
10275, Universidad Nacional del Callao
10276, Universidad Nacional del Centro de la Provincia de Buenos Aires
10277, Universidad Nacional del Centro del Perú
10278, Universidad Nacional del Chaco Austral
10279, Universidad Nacional del Comahue
10280, Universidad Nacional del Este
10281, Universidad Nacional del Litoral
10282, Universidad Nacional del Nordeste
10283, Universidad Nacional del Noroeste de la Provincia de Buenos Aires
10284, Universidad Nacional del Oeste
10285, Universidad Nacional del Oriente
10286, Universidad Nacional del Santa
10287, Universidad Nacional del Sur
10288, Universidad Nacional Ecológica
10289, Universidad Nacional Evangélica
10290, Universidad Nacional Experimental de Guayana
10291, Universidad Nacional Experimental de la Seguridad
10292, Universidad Nacional Experimental de las Artes
10293, Universidad Nacional Experimental de los Llanos Centrales
10294, Universidad Nacional Experimental de los Llanos Occidentales
10295, Universidad Nacional Experimental del Táchira
10296, Universidad Nacional Experimental del Yaracuy
10297, Universidad Nacional Experimental Francisco de Miranda
10298, Universidad Nacional Experimental Indígena del Tauca
10299, Universidad Nacional Experimental Marítima del Caribe
10300, Universidad Nacional Experimental Politécnica Antonio José de Sucre
10301, Universidad Nacional Experimental Rafael Maria Baralt
10302, Universidad Nacional Experimental Simón Rodriguez
10303, Universidad Nacional Experimental Sur del Lago Jesús Maria Semprum
10304, Universidad Nacional Federico Villarreal
10305, Universidad Nacional Guillermo Brown
10306, Universidad Nacional Hermilio Valdizan
10307, Universidad Nacional Intercultural de Bagua
10308, Universidad Nacional Intercultural de la Amazonía
10309, Universidad Nacional Intercultural de la Selva Central
10310, Universidad Nacional Intercultural de Quillabamba
10311, Universidad Nacional Jorge Basadre Grohmann
10312, Universidad Nacional José Faustino Sánchez Carrión
10313, Universidad Nacional José María Arguedas
10314, Universidad Nacional Mayor de San Marcos
10315, Universidad Nacional Micaela Bastidas de Apurímac
10316, Universidad Nacional Pedro Henríquez Ureña
10317, Universidad Nacional Pedro Ruíz Gallo
10318, Universidad Nacional Raúl Scalabrini Ortiz
10319, Universidad Nacional San Luis Gonzaga
10320, Universidad Nacional Santiago Antúnez de Mayolo
10321, Universidad Nacional Tecnológica
10322, Universidad Nacional Tecnológica de Lima Sur
10323, Universidad Nacional Tecnológica de San Juan de Lurigancho
10324, Universidad Nacional Toribio Rodríguez de Mendoza
10325, Universidad Neotropical
10326, Universidad Nicaragüense de Ciencia y Tecnología
10327, Universidad Nicaraguense de Estudios Humanísticos
10328, Universidad Nordeste del Paraguay
10329, Universidad Nororiental privada Gran Mariscal de Ayacucho
10330, Universidad Notarial Argentina
10331, Universidad Nuestra Señora de La Paz
10332, Universidad Nueva Esparta
10333, Universidad Nueva San Salvador
10334, Universidad Nur
10335, Universidad Obrera de México
10336, Universidad Odontológica Dominicana
10337, Universidad Olmeca A.C.
10338, Universidad ORT Uruguay
10339, Universidad Pablo de Olavide
10340, Universidad Paccioli de Córdoba
10341, Universidad Panamericana
10342, Universidad Panamericana del Puerto
10343," Universidad Panamericana, Costa Rica"
10344," Universidad Panamericana, El Salvador"
10345," Universidad Panamericana, Guatemala"
10346, Universidad para el Desarrollo y la Innovación
10347, Universidad para la Cooperación Internacional
10348, Universidad para la Investigación Estratégica en Bolivia
10349, Universidad Paraguayo Alemana
10350, Universidad Partenón Cozumel A.C.
10351, Universidad Particular de Chiclayo
10352, Universidad Particular San Gregorio de Portoviejo
10353, Universidad Paulo Freire
10354, Universidad Pedagógica de Durango
10355, Universidad Pedagógica de El Salvador
10356, Universidad Pedagógica Experimental Libertador
10357, Universidad Pedagógica Nacional
10358, Universidad Pedagógica Nacional
10359, Universidad Pedagógica Nacional Francisco Morazán
10360," Universidad Pedagógica Nacional, Mexico"
10361, Universidad Pedagógica Veracruzana
10362, Universidad Pedagógica y Tecnológica de Colombia
10363, Universidad Pedro de Gante
10364, Universidad Pedro de Valdivia
10365, Universidad Peruana Austral del Cusco
10366, Universidad Peruana Cayetano Heredia
10367, Universidad Peruana de Arte Orval
10368, Universidad Peruana de Ciencias Aplicadas
10369, Universidad Peruana de Ciencias e Informatica
10370, Universidad Peruana de Integración Global
10371, Universidad Peruana de Investigación y Negocios
10372, Universidad Peruana de las Américas
10373, Universidad Peruana del Centro
10374, Universidad Peruana del Oriente
10375, Universidad Peruana Los Andes
10376, Universidad Peruana Simón Bolivar
10377, Universidad Peruana Unión
10378, Universidad Piloto de Colombia
10379, Universidad Politécnica Amazónica
10380, Universidad Politécnica Cuencamé
10381, Universidad Politécnica de Aguascalientes
10382, Universidad Politécnica de Altamira
10383, Universidad Politécnica de Amozoc
10384, Universidad Politécnica de Apodaca
10385, Universidad Politécnica de Bacalar
10386, Universidad Politécnica de Baja California
10387, Universidad Politécnica de Cartagena
10388, Universidad Politécnica de Cataluña
10389, Universidad Politécnica de Chiapas
10390, Universidad Politécnica de Chihuahua
10391, Universidad Politécnica de Durango
10392, Universidad Politécnica de El Salvador
10393, Universidad Politécnica de Francisco I. Madero
10394, Universidad Politécnica de Gómez Palacio
10395, Universidad Politécnica de Guanajuato
10396, Universidad Politécnica de Huatusco
10397, Universidad Politécnica de Huejutla
10398, Universidad Politécnica de Ingeniería
10399, Universidad Politécnica de la Región Ribereña
10400, Universidad Politécnica de la Zona Metropolitana de Guadalajara
10401, Universidad Politécnica de Lázaro Cárdenas
10402, Universidad Politécnica de Madrid
10403, Universidad Politecnica de Nicaragua
10404, Universidad Politécnica de Pachuca
10405, Universidad Politécnica de Pénjamo
10406, Universidad Politécnica de Piedras Negras
10407, Universidad Politécnica de Puebla
10408, Universidad Politecnica de Puerto Rico
10409, Universidad Politécnica de Querétaro
10410, Universidad Politécnica de Quintana Roo
10411, Universidad Politécnica de Ramos Arizpe
10412, Universidad Politécnica de San Luís Potosí
10413, Universidad Politécnica de Santa Rosa Jáuregui
10414, Universidad Politécnica de Sinaloa
10415, Universidad Politécnica de Tapachula
10416, Universidad Politécnica de Tecámac
10417, Universidad Politécnica de Texcoco
10418, Universidad Politécnica de Tlaxcala
10419, Universidad Politécnica de Tlaxcala Región Poniente
10420, Universidad Politécnica de Tulancingo
10421, Universidad Politécnica de Uruapan
10422, Universidad Politécnica de València
10423, Universidad Politécnica de Victoria
10424, Universidad Politécnica de Zacatecas
10425, Universidad Politécnica del Bicentenario
10426, Universidad Politécnica del Centro
10427, Universidad Politécnica del Estado de Guerrero
10428, Universidad Politécnica del Estado de Morelos
10429, Universidad Politécnica del Golfo de México
10430, Universidad Politécnica del Mar y la Sierra
10431, Universidad Politécnica del Sur de Zacatecas
10432, Universidad Politécnica del Valle de Évora
10433, Universidad Politécnica del Valle de México
10434, Universidad Politécnica del Valle de Toluca
10435, Universidad Politecnica Estatal del Carchi
10436, Universidad Politecnica Hispano Mexicana
10437, Universidad Politécnica Internacional
10438, Universidad Politécnica Jose Felix Ribas
10439, Universidad Politécnica Juventino Rosas
10440, Universidad Politécnica Mesoamericana
10441, Universidad Politécnica Metropolitana de Hidalgo
10442, Universidad Politécnica Metropolitana de Puebla
10443, Universidad Politécnica Salesiana
10444, Universidad Politécnica Taiwan-Paraguay
10445, Universidad Politécnica y Artística del Paraguay
10446, Universidad Pompeu Fabra
10447, Universidad Pontificia Bolivariana
10448, Universidad Pontificia Comillas
10449, Universidad Pontificia de Mexico
10450, Universidad Pontificia de Salamanca
10451, Universidad Popular Autonóma del Estado de Puebla
10452, Universidad Popular de la Chontalpa
10453, Universidad Popular de Nicaragua
10454, Universidad Popular del Cesar
10455, Universidad Privada Abierta Latinoamericana
10456, Universidad Privada Antenor Orrego
10457, Universidad Privada Antonio Guillermo Urrelo
10458, Universidad Privada Autónoma del Sur
10459, Universidad Privada Boliviana
10460, Universidad Privada Cumbre
10461, Universidad Privada de Ciencias Administrativas y Tecnologicas
10462, Universidad Privada de Huancayo Franklin Roosevelt
10463, Universidad Privada de Ica
10464, Universidad Privada de Irapuato
10465, Universidad Privada de la Selva Peruana
10466, Universidad Privada de Oruro
10467, Universidad Privada de Pucallpa
10468, Universidad Privada de Santa Cruz de la Sierra
10469, Universidad Privada de Tacna
10470, Universidad Privada de Trujillo
10471, Universidad Privada del Chaco
10472, Universidad Privada del Estado de México
10473, Universidad Privada del Estado de Morelos S.C.
10474, Universidad Privada del Este
10475, Universidad Privada del Guairá
10476, Universidad Privada del Norte
10477, Universidad Privada del Valle
10478, Universidad Privada Domingo Savio
10479, Universidad Privada Franz Tamayo
10480, Universidad Privada Juan Mejía Baca
10481, Universidad Privada Juan Pablo II
10482, Universidad Privada Leonardo Da Vinci
10483, Universidad Privada Líder Peruana
10484, Universidad Privada Norbert Wiener
10485, Universidad Privada Peruano Alemana
10486, Universidad Privada San Carlos
10487, Universidad Privada San Juan Bautista
10488, Universidad Privada TELESUP
10489, Universidad Provincial de Córdoba
10490, Universidad Provincial de Ezeiza
10491, Universidad Provincial del Sudoeste
10492, Universidad Psicología Industrial Dominicana
10493, Universidad Pública de El Alto
10494, Universidad Pública de Navarra
10495, Universidad Quetzalcóatl
10496, Universidad Rafael Landívar
10497, Universidad Rafael Urdaneta
10498, Universidad Ramon Llull
10499, Universidad Real
